2019-08-17,00:00:00,10352.78
2019-08-16,00:00:00,10300.01
2019-08-15,00:00:00,10025.86
2019-08-14,00:00:00,10854.92
2019-08-13,00:00:00,11389.28
2019-08-12,00:00:00,11540.76
2019-08-11,00:00:00,11280.95
2019-08-10,00:00:00,11856.1
2019-08-09,00:00:00,11981
2019-08-08,00:00:00,11975.03
2019-08-07,00:00:00,11465.49
2019-08-06,00:00:00,11819.49
2019-08-05,00:00:00,10977.51
2019-08-04,00:00:00,10820.76
2019-08-03,00:00:00,10533.01
2019-08-02,00:00:00,10405.94
2019-08-01,00:00:00,10087.3
2019-07-31,00:00:00,9589.01
2019-07-30,00:00:00,9495.01
2019-07-29,00:00:00,9533
2019-07-28,00:00:00,9479.98
2019-07-27,00:00:00,9843
2019-07-26,00:00:00,9883.33
2019-07-25,00:00:00,9772.6
2019-07-24,00:00:00,9840.12
2019-07-23,00:00:00,10323.39
2019-07-22,00:00:00,10590.7
2019-07-21,00:00:00,10761.03
2019-07-20,00:00:00,10538.06
2019-07-19,00:00:00,10649.07
2019-07-18,00:00:00,9696.31
2019-07-17,00:00:00,9422.72
2019-07-16,00:00:00,10854.47
2019-07-15,00:00:00,10185.03
2019-07-14,00:00:00,11370.08
2019-07-13,00:00:00,11802
2019-07-12,00:00:00,11349
2019-07-11,00:00:00,12097.96
2019-07-10,00:00:00,12571.11
2019-07-09,00:00:00,12293.53
2019-07-08,00:00:00,11474.42
2019-07-07,00:00:00,11237.77
2019-07-06,00:00:00,11004.51
2019-07-05,00:00:00,11136
2019-07-04,00:00:00,11976.42
2019-07-03,00:00:00,10829.18
2019-07-02,00:00:00,10577.63
2019-07-01,00:00:00,10761.26
2019-06-30,00:00:00,11865.29
2019-06-29,00:00:00,12360.45
2019-06-28,00:00:00,11159.29
2019-06-27,00:00:00,12927.44
2019-06-26,00:00:00,11755.53
2019-06-25,00:00:00,11032.32
2019-06-24,00:00:00,10833.02
2019-06-23,00:00:00,10666.86
2019-06-22,00:00:00,10236.2
2019-06-21,00:00:00,9531.21
2019-06-20,00:00:00,9277.54
2019-06-19,00:00:00,9078.48
2019-06-18,00:00:00,9333.14
2019-06-17,00:00:00,8975
2019-06-16,00:00:00,8860.23
2019-06-15,00:00:00,8697.46
2019-06-14,00:00:00,8239.04
2019-06-13,00:00:00,8176.02
2019-06-12,00:00:00,7918.17
2019-06-11,00:00:00,8015.69
2019-06-10,00:00:00,7634.58
2019-06-09,00:00:00,7930.14
2019-06-08,00:00:00,7998.13
2019-06-07,00:00:00,7805
2019-06-06,00:00:00,7789.48
2019-06-05,00:00:00,7670.96
2019-06-04,00:00:00,8107.96
2019-06-03,00:00:00,8736.55
2019-06-02,00:00:00,8558.95
2019-06-01,00:00:00,8554.06
2019-05-31,00:00:00,8279.69
2019-05-30,00:00:00,8662.44
2019-05-29,00:00:00,8715.36
